timestamp,src_ip,dst_ip,dst_port,proto,bytes_total,suricata_alert,suricata_signature,ml_proba,ml_decision,fused_decision,fusion_reason
2025-04-25T09:00:00.000999+0000,192.168.10.27,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.22,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.32,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.31,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,192.168.10.51,22,TCP,598.0,1,LOCAL SSH connection attempt,0.041527,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.23,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.31,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.27,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.26,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.21,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.25,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.25,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.31,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.27,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.26,151.101.1.69,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.25,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.25,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.23,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.26,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.34,151.101.1.69,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.23,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.23,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.31,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.34,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.27,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.32,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.24,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.21,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.24,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.21,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.32,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.30,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.32,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.25,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.27,151.101.1.69,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.21,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.22,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.32,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,192.168.10.51,22,TCP,598.0,0,,0.041527,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.31,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.34,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,516.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.29,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.22,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.34,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.26,192.168.10.51,22,TCP,598.0,0,,0.041527,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,151.101.1.69,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.28,192.168.10.51,22,TCP,598.0,0,,0.041527,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,1,LOCAL Possible TCP SYN scan,0.051657,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.27,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.27,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,192.168.10.51,22,TCP,598.0,0,,0.041527,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.30,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.23,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.23,142.250.190.78,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.33,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.24,1.1.1.1,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,151.101.1.69,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.20,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.7,192.168.10.51,22,TCP,293.0,0,,0.051657,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.22,8.8.8.8,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,172.16.0.9,192.168.10.50,80,TCP,515.0,1,LOCAL HTTP POST to login endpoint,0.036246,0,1,suricata
2025-04-25T09:00:00.000999+0000,192.168.10.29,192.168.10.50,80,TCP,585.0,0,,0.02326,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,388,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.162,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.112,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.183,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.165,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,98,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.22,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.152,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,663,TCP,108.0,0,,0.172758,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.104,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.74,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,822,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,458,TCP,108.0,0,,0.172758,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.248,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,563,TCP,108.0,0,,0.172758,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.79,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.148,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.138,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.217,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.252,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.150,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.9,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.69,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.157,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.9,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.22,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.82,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.134,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.201,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,564,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,285,TCP,108.0,0,,0.172758,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.17,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.185,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.244,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.125,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.185,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.43,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.166,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.35,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.89,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.129,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.224,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.83,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.157,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.9,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.138,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.164,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,605,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,275,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.185,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.162,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,192.168.10.21,192.168.10.10,53,UDP,166.0,0,,0.02829,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.125,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.48,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.148,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.22,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.20,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.152,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.5.35,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.165,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.1.130,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.156,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.79,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.3.213,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.0.5,192.168.10.50,48,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.4.252,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.252,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
2025-04-25T09:00:00.000999+0000,172.16.2.143,192.168.10.50,80,TCP,54.0,0,,0.008153,0,0,none
